PassengerId,Age,Fare,Pclass_S,Pclass_T,Sex_male,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Others,Cabin_isin_Y,Family_size_M,Family_size_S
892,0.49983436651007573,-0.92066600887907,0,1,1,1,0,0,1,0,0,0,0,1
893,1.5912645735865478,-0.9818142742560969,0,1,0,0,1,0,0,1,0,0,1,0
894,0.6212014055369794,-0.7836281150656003,1,0,1,1,0,0,1,0,0,0,0,1
895,-0.1550237577358076,-0.8592153943847665,0,1,1,0,1,0,1,0,0,0,0,1
896,-0.5915958405663965,-0.5918945284999106,0,1,0,0,1,0,0,1,0,0,1,0
897,-1.2901111730953387,-0.8177345703681509,0,1,1,0,1,0,1,0,0,0,0,1
898,0.10691949196254573,-0.9354147463071999,0,1,0,1,0,1,0,0,0,0,0,1
899,-0.24233817430192536,0.6405468428382004,1,0,1,0,1,0,1,0,0,0,1,0
900,-0.9408535068308675,-0.96491222116346,0,1,0,0,0,0,0,1,0,0,0,1
901,-0.6789102571325143,0.2828899602060484,0,1,1,0,1,0,1,0,0,0,1,0
902,-0.6081855797139589,-0.9157546793155026,0,1,1,0,1,0,1,0,0,0,0,1
903,1.5039501570204301,0.4193157814162508,0,0,1,0,1,0,1,0,0,0,0,1
904,-0.5042814240002786,0.8768369528063462,0,0,0,0,1,0,0,1,0,1,1,0
905,0.6212014055369794,0.4193157814162508,1,0,1,0,1,0,1,0,0,0,1,0
906,1.5912645735865478,3.01324997658861,0,0,0,0,1,0,0,1,0,1,1,0
907,-0.41696700743416093,0.5462139182478811,1,0,0,0,0,0,0,1,0,0,1,0
908,0.5434915747931346,-0.58728554805362,1,0,1,1,0,0,1,0,0,0,0,1
909,-0.6789102571325143,-0.9652219446494507,0,1,1,0,0,0,1,0,0,0,0,1
910,-0.1550237577358076,-0.9136013636509956,0,1,0,0,1,1,0,0,0,0,1,0
911,1.4166357404543124,-0.9652219446494507,0,1,0,0,0,0,0,1,0,0,0,1
912,2.28977990611549,2.8823549319139565,0,0,1,0,0,0,1,0,0,0,1,0
913,-1.7266832559259275,-1.2641936010550734,0,1,1,0,1,0,0,0,0,0,1,0
914,-0.6081855797139589,0.8384232785427062,0,0,0,0,1,0,0,1,0,0,0,1
915,-0.6789102571325143,3.0283084375027305,0,0,1,0,0,0,1,0,0,0,1,0
916,1.6785789901526658,0.8768369528063462,0,0,0,0,0,0,0,1,0,1,0,0
917,1.8532078232849012,-0.42873662070122276,0,1,1,0,1,0,1,0,0,0,1,0
918,-0.5915958405663965,3.072554649787121,0,0,0,0,0,1,0,0,0,1,1,0
919,-0.5479386322833376,-0.9652219446494507,0,1,1,0,0,0,1,0,0,0,0,1
920,1.0673780741898413,0.7511623735491753,0,0,1,0,1,0,1,0,0,1,0,1
921,0.3129815150585836,0.10068405801893092,0,1,1,0,0,0,1,0,0,0,1,0
922,1.8532078232849012,0.4193157814162508,1,0,1,0,1,0,1,0,0,0,1,0
923,-0.41696700743416093,0.8249060606898251,1,0,1,0,1,0,1,0,0,0,1,0
924,0.36886274166089905,0.01925627867822516,0,1,0,0,1,0,0,1,0,0,1,0
925,0.3129815150585836,0.23126937920759355,0,1,0,0,1,0,0,1,0,0,1,0
926,0.10691949196254573,2.7606778481318845,0,0,1,0,0,0,1,0,0,1,1,0
927,-0.8971962985478087,-0.96491222116346,0,1,1,0,0,0,1,0,0,0,0,1
928,0.3129815150585836,-0.9043834027584144,0,1,0,0,1,1,0,0,0,0,0,1
929,-0.6789102571325143,-0.8592153943847665,0,1,0,0,1,1,0,0,0,0,0,1
930,-0.32965259086804316,-0.7974550564044721,0,1,1,0,1,0,1,0,0,0,0,1
931,-0.6081855797139589,2.6681885157200815,0,1,1,0,1,0,1,0,0,0,0,1
932,0.8927492410576057,-0.5086231569806887,0,1,1,0,0,0,1,0,0,0,1,0
933,0.6212014055369794,0.45987480934360825,0,0,1,0,1,0,1,0,0,1,0,1
934,1.0673780741898413,-0.9191321401865444,0,1,1,0,1,0,1,0,0,0,0,1
935,0.10691949196254573,-0.5393521514121976,1,0,0,0,1,0,0,1,0,0,0,1
936,1.4166357404543124,2.377520398486496,0,0,0,0,1,0,0,1,0,1,1,0
937,-0.32965259086804316,-0.9136013636509956,0,1,1,0,1,0,1,0,0,0,0,1
938,1.4166357404543124,0.6921674238366553,0,0,1,0,0,0,1,0,0,1,0,1
939,-0.6081855797139589,-0.9265065089006095,0,1,1,1,0,0,1,0,0,0,0,1
940,0.6212014055369794,0.8768369528063462,0,0,0,0,0,0,0,1,0,1,0,1
941,0.6308059913592524,-0.32549545870431296,0,1,0,0,1,0,0,1,0,0,1,0
942,-0.41696700743416093,2.9266011441983464,0,0,1,0,1,0,1,0,0,1,1,0
943,-0.1550237577358076,-0.3894091123491142,1,0,1,0,0,0,1,0,0,0,0,1
944,-0.766224673698632,0.19808471999430116,1,0,0,0,1,1,0,0,0,0,1,0
945,-0.06770934116968982,0.8768369528063462,0,0,0,0,1,1,0,0,0,1,0,0
946,0.3129815150585836,-0.3491524335390334,1,0,1,0,0,0,1,0,0,0,0,1
947,-1.6393688393598098,0.6497648037307816,0,1,1,1,0,0,0,0,0,0,0,0
948,0.5434915747931346,-0.9157546793155026,0,1,1,0,1,0,1,0,0,0,0,1
949,-0.32965259086804316,-0.9338808776146744,0,1,1,0,1,0,1,0,0,1,0,1
950,-0.6081855797139589,-0.31074672127618286,0,1,1,0,1,0,1,0,0,0,1,0
951,0.6308059913592524,0.8768369528063462,0,0,0,0,0,1,0,0,0,1,0,1
952,-1.0281679233969854,-0.9157546793155026,0,1,1,0,1,0,1,0,0,0,0,1
953,0.2815483250947813,-0.5024803078418727,1,0,1,0,1,0,1,0,0,0,0,1
954,-0.9408535068308675,-0.9265065089006095,0,1,1,0,1,0,1,0,0,0,0,1
955,-0.5915958405663965,-0.9283501010791257,0,1,0,1,0,1,0,0,0,0,0,1
956,-1.3774255896614565,0.8768369528063462,0,0,1,0,0,0,0,0,0,1,0,0
957,-2.113486121313829,0.05059734571300141,1,0,0,0,1,0,0,1,0,0,0,1
958,-0.9408535068308675,-0.9169788245220374,0,1,0,1,0,1,0,0,0,0,0,1
959,1.5912645735865478,1.6287122505229086,0,0,1,0,1,0,1,0,0,0,0,1
960,0.1942339085286635,0.60644038753565,0,0,1,0,0,0,1,0,0,1,0,1
961,0.6212014055369794,0.8768369528063462,0,0,0,0,1,0,0,1,0,1,0,0
962,-0.41696700743416093,-0.9265065089006095,0,1,0,1,0,1,0,0,0,0,0,1
963,-0.6789102571325143,-0.9157546793155026,0,1,1,0,1,0,1,0,0,0,0,1
964,0.019605075396427956,-0.9136013636509956,0,1,0,0,1,1,0,0,0,0,0,1
965,-0.024052132886630932,0.5462139182478811,0,0,1,0,0,0,1,0,0,1,0,1
966,0.5434915747931346,0.8768369528063462,0,0,0,0,0,1,0,0,0,1,0,1
967,0.3252055333778402,0.8768369528063462,0,0,1,0,0,0,1,0,0,1,0,1
968,0.3129815150585836,-0.9043834027584144,0,1,1,0,1,0,1,0,0,0,0,1
969,2.28977990611549,0.3971926752740558,0,0,0,0,1,0,0,1,0,1,1,0
970,0.10691949196254573,-0.5393521514121976,1,0,1,0,1,0,1,0,0,0,0,1
971,-0.41696700743416093,-0.9265065089006095,0,1,0,1,0,1,0,0,0,0,0,1
972,-1.988626505624281,-0.3737385788317262,0,1,1,0,0,0,0,0,0,0,1,0
973,0.6212014055369794,0.8768369528063462,0,0,1,0,1,0,1,0,0,1,1,0
974,1.7658934067187835,0.4193157814162508,0,0,1,0,1,0,1,0,0,0,0,1
975,0.3129815150585836,-0.9157546793155026,0,1,1,0,1,0,1,0,0,0,0,1
976,-0.6081855797139589,-0.708350559232425,1,0,1,1,0,0,1,0,0,0,0,1
977,0.6212014055369794,-0.43211408157226455,0,1,1,0,0,0,1,0,0,0,1,0
978,-0.1550237577358076,-0.9169788245220374,0,1,0,1,0,1,0,0,0,0,0,1
979,-0.9408535068308675,-0.9043834027584144,0,1,0,0,1,1,0,0,0,0,0,1
980,-0.6081855797139589,-0.9265065089006095,0,1,0,1,0,1,0,0,0,0,0,1
981,-2.337884171888752,0.19808471999430116,1,0,1,0,1,0,0,0,0,0,1,0
982,-0.5915958405663965,-0.47298283298561267,0,1,0,0,1,0,0,1,0,0,1,0
983,0.3129815150585836,-0.9246629167220932,0,1,1,0,1,0,1,0,0,0,0,1
984,-0.1550237577358076,2.3366516470731478,0,0,0,0,1,0,0,1,0,1,1,0
985,0.3129815150585836,-0.9043834027584144,0,1,1,0,1,0,1,0,0,0,0,1
986,-0.32965259086804316,0.4193157814162508,0,0,1,0,0,0,1,0,0,0,0,1
987,-0.32965259086804316,-0.9231290480295677,0,1,1,0,1,0,1,0,0,0,0,1
988,0.6212014055369794,0.8768369528063462,0,0,0,0,1,0,0,1,0,1,1,0
989,0.019605075396427956,-0.9136013636509956,0,1,1,0,1,0,1,0,0,0,0,1
990,-0.766224673698632,-0.9188224167005539,0,1,0,0,1,1,0,0,0,0,0,1
991,0.36886274166089905,-0.9043834027584144,0,1,1,0,1,0,1,0,0,0,0,1
992,1.2420069073220767,2.590455295105122,0,0,0,0,0,0,0,1,0,1,1,0
993,-0.1550237577358076,0.4193157814162508,1,0,1,0,1,0,1,0,0,0,1,0
994,0.3129815150585836,-0.9265065089006095,0,1,1,1,0,0,1,0,0,0,0,1
995,-0.24233817430192536,-0.9246629167220932,0,1,1,0,1,0,1,0,0,0,0,1
996,-1.115482339963103,-0.8699672239698731,0,1,0,0,0,0,0,1,0,0,1,0
997,-0.06770934116968982,0.16305646860249237,0,1,1,0,1,0,1,0,0,0,0,1
998,-0.6789102571325143,-0.9212854558510514,0,1,1,1,0,0,1,0,0,0,0,1
999,0.3129815150585836,-0.9265065089006095,0,1,1,1,0,0,1,0,0,0,0,1
1000,0.3129815150585836,-0.8555282100277339,0,1,1,0,1,0,1,0,0,0,0,1
1001,-0.8971962985478087,-0.5393521514121976,1,0,1,0,1,0,1,0,0,1,0,1
1002,1.0673780741898413,-0.3884873162598561,1,0,1,0,0,0,1,0,0,0,0,1
1003,-0.6081855797139589,-0.9243531932361025,0,1,0,1,0,1,0,0,0,0,0,1
1004,0.6308059913592524,0.8381209294254297,0,0,0,0,0,1,0,0,0,1,0,1
1005,-0.8971962985478087,-0.9609226876891507,0,1,0,1,0,1,0,0,0,0,0,1
1006,0.6212014055369794,0.8768369528063462,0,0,0,0,1,0,0,1,0,1,1,0
1007,-0.9408535068308675,-0.43211408157226455,0,1,1,0,0,0,1,0,0,0,1,0
1008,0.3129815150585836,-1.0232950982727125,0,1,1,0,0,0,1,0,0,0,0,1
1009,-2.4251985884548697,-0.2665005089917931,0,1,0,0,1,1,0,0,0,1,1,0
1010,0.6308059913592524,0.8768369528063462,0,0,1,0,0,0,1,0,0,1,0,1
1011,0.019605075396427956,0.4193157814162508,1,0,0,0,1,0,0,1,0,0,1,0
1012,-1.4647400062275742,-0.3365570117754104,1,0,0,0,1,1,0,0,0,0,0,1
1013,0.3129815150585836,-0.9265065089006095,0,1,1,1,0,0,1,0,0,0,1,0
1014,0.5434915747931346,2.7606778481318845,0,0,0,0,0,0,0,1,0,1,1,0
1015,-0.06770934116968982,-0.9633783524709344,0,1,1,0,1,0,1,0,0,0,0,1
1016,0.3129815150585836,-0.9265065089006095,0,1,1,1,0,0,1,0,0,0,0,1
1017,-1.0281679233969854,-0.31074672127618286,0,1,0,0,1,1,0,0,0,0,1,0
1018,-0.5915958405663965,-0.9231290480295677,0,1,1,0,1,0,1,0,0,0,0,1
1019,0.3129815150585836,0.21652064177946365,0,1,0,1,0,1,0,0,0,0,1,0
1020,1.154692490755959,-0.5393521514121976,1,0,1,0,1,0,1,0,0,0,0,1
1021,-0.41696700743416093,-0.9043834027584144,0,1,1,0,1,0,1,0,0,0,0,1
1022,0.2815483250947813,-0.9043834027584144,0,1,1,0,1,0,1,0,0,0,0,1
1023,2.1151510729832546,0.6036749992678755,0,0,1,0,0,0,0,0,1,1,0,1
1024,0.6212014055369794,0.3799882730641422,0,1,0,0,1,0,0,1,0,0,0,0
1025,0.6212014055369794,-1.0232950982727125,0,1,1,0,0,0,1,0,0,0,1,0
1026,1.2420069073220767,-0.9157546793155026,0,1,1,0,1,0,1,0,0,0,0,1
1027,-0.41696700743416093,-0.9188224167005539,0,1,1,0,1,0,1,0,0,0,0,1
1028,-0.19868096601886648,-0.9652219446494507,0,1,1,0,0,0,1,0,0,0,0,1
1029,-0.24233817430192536,-0.5393521514121976,1,0,1,0,1,0,1,0,0,0,0,1
1030,-0.5042814240002786,-0.9043834027584144,0,1,0,0,1,1,0,0,0,0,0,1
1031,0.9800636576237235,1.9605588426558331,0,1,1,0,1,0,1,0,0,0,0,0
1032,-1.6393688393598098,1.9605588426558331,0,1,0,0,1,1,0,0,0,0,0,0
1033,0.36886274166089905,0.8768369528063462,0,0,0,0,1,1,0,0,0,0,0,1
1034,0.6212014055369794,0.8768369528063462,0,0,1,0,0,0,1,0,0,1,0,0
1035,-0.06770934116968982,0.4193157814162508,1,0,1,0,1,0,1,0,0,0,0,1
1036,1.154692490755959,0.45987480934360825,0,0,1,0,1,0,1,0,0,0,0,1
1037,0.1942339085286635,-0.17063371570894822,0,1,1,0,1,0,1,0,0,0,1,0
1038,0.3129815150585836,2.326511890091308,0,0,1,0,1,0,1,0,0,1,0,1
1039,-0.5915958405663965,-0.9043834027584144,0,1,1,0,1,0,1,0,0,0,0,1
1040,0.3129815150585836,0.45987480934360825,0,0,1,0,1,0,1,0,0,0,0,1
1041,0.10691949196254573,0.4193157814162508,1,0,1,0,1,0,0,0,1,0,1,0
1042,-0.5042814240002786,0.8768369528063462,0,0,0,0,0,0,0,1,0,1,1,0
1043,0.6212014055369794,-0.9157546793155026,0,1,1,0,0,0,1,0,0,0,0,1
1044,0.6212014055369794,1.1292601574085182,0,1,1,0,1,0,1,0,0,0,0,1
1045,0.6308059913592524,-0.5995786206999664,0,1,0,0,1,0,0,1,0,0,1,0
1046,-1.3774255896614565,0.8166098958865019,0,1,1,0,1,0,0,0,0,0,0,0
1047,-0.41696700743416093,-0.9412552463287394,0,1,1,0,1,0,1,0,0,0,0,1
1048,0.019605075396427956,0.8768369528063462,0,0,0,0,1,1,0,0,0,1,0,1
1049,-0.5042814240002786,-0.9188224167005539,0,1,0,0,1,1,0,0,0,0,0,1
1050,1.154692490755959,0.45987480934360825,0,0,1,0,1,0,1,0,0,1,0,1
1051,-0.24233817430192536,-0.4822007938781939,0,1,0,0,1,0,0,1,0,0,1,0
1052,0.3129815150585836,-0.9277380284758583,0,1,0,1,0,1,0,0,0,0,0,1
1053,-1.9013120890581632,-0.3737385788317262,0,1,1,0,0,0,0,0,0,0,1,0
1054,-0.24233817430192536,-0.5024803078418727,1,0,0,0,1,1,0,0,0,0,0,1
1055,0.3129815150585836,-0.9818142742560969,0,1,1,0,1,0,1,0,0,0,0,1
1056,1.0673780741898413,-0.5393521514121976,1,0,1,0,1,0,0,0,1,0,0,1
1057,-0.24233817430192536,0.12618462503216743,0,1,0,0,1,0,0,1,0,0,1,0
1058,1.6785789901526658,2.225726392876182,0,0,1,0,0,0,1,0,0,1,0,1
1059,-0.9408535068308675,1.0369191612191935,0,1,1,0,1,0,1,0,0,0,0,0
1060,0.3129815150585836,0.5462139182478811,0,0,0,0,0,0,0,1,0,0,0,1
1061,-0.5915958405663965,-0.8370922882425714,0,1,0,0,1,1,0,0,0,0,0,1
1062,0.3129815150585836,-0.9412552463287394,0,1,1,0,1,0,1,0,0,0,0,1
1063,-0.1550237577358076,-0.9652219446494507,0,1,1,0,0,0,1,0,0,0,0,1
1064,-0.5042814240002786,-0.47298283298561267,0,1,1,0,1,0,1,0,0,0,1,0
1065,0.3129815150585836,-0.96491222116346,0,1,1,0,0,0,1,0,0,0,0,1
1066,0.9800636576237235,0.8166098958865019,0,1,1,0,1,0,1,0,0,0,0,0
1067,-1.2027967565292208,1.3779837142446991,1,0,0,0,1,1,0,0,0,0,1,0
1068,-0.766224673698632,1.212060418178237,1,0,0,0,1,1,0,0,0,0,0,1
1069,2.2024654895493723,2.590455295105122,0,0,1,0,0,0,1,0,0,1,1,0
1070,0.6308059913592524,1.3779837142446991,1,0,0,0,1,0,0,1,0,1,1,0
1071,0.6212014055369794,0.8768369528063462,0,0,0,0,0,0,0,1,0,1,1,0
1072,0.10691949196254573,-0.5393521514121976,1,0,1,0,1,0,1,0,0,0,0,1
1073,0.7181204079253701,0.8768369528063462,0,0,1,0,0,0,1,0,0,1,1,0
1074,-0.9408535068308675,2.4177697029278624,0,0,0,0,1,0,0,1,0,1,1,0
1075,-2.113486121313829,-0.9265065089006095,0,1,1,1,0,0,1,0,0,0,0,1
1076,-0.1550237577358076,0.8768369528063462,0,0,0,0,0,0,0,1,0,1,1,0
1077,0.9800636576237235,-0.31812108999024796,1,0,1,0,1,0,1,0,0,0,0,1
1078,-0.6789102571325143,0.05059734571300141,1,0,0,0,1,1,0,0,0,0,1,0
1079,-1.0281679233969854,-0.9043834027584144,0,1,1,0,1,0,1,0,0,0,1,0
1080,0.3129815150585836,0.8768369528063462,0,1,0,0,1,1,0,0,0,0,0,0
1081,0.9800636576237235,-0.5393521514121976,1,0,1,0,1,0,1,0,0,0,0,1
1082,0.4561771582270168,0.4193157814162508,1,0,1,0,1,0,1,0,0,0,1,0
1083,0.3129815150585836,0.4193157814162508,0,0,1,0,1,0,1,0,0,0,0,1
1084,-1.508397214510633,-0.42873662070122276,0,1,1,0,1,0,0,0,0,0,1,0
1085,0.6212014055369794,-0.58728554805362,1,0,1,1,0,0,1,0,0,0,0,1
1086,-1.8139976724920452,0.898649747830475,1,0,1,0,1,0,0,0,0,0,1,0
1087,0.36886274166089905,-0.9188224167005539,0,1,1,0,1,0,1,0,0,0,0,1
1088,-1.988626505624281,0.8768369528063462,0,0,1,0,0,0,0,0,0,1,1,0
1089,-0.9408535068308675,-0.9246629167220932,0,1,0,0,1,1,0,0,0,0,0,1
1090,-0.5042814240002786,-0.7237113692638223,1,0,1,0,1,0,1,0,0,0,0,1
1091,-0.6081855797139589,-0.8997744223121238,0,1,0,0,1,0,0,1,0,0,0,1
1092,0.3129815150585836,-0.35499293356057293,0,1,0,1,0,1,0,0,0,0,0,1
1093,-0.6081855797139589,-0.43611098941528775,0,1,1,0,1,0,0,0,0,0,1,0
1094,1.5912645735865478,0.8768369528063462,0,0,1,0,0,0,0,0,1,1,1,0
1095,-1.8139976724920452,0.4193157814162508,1,0,0,0,1,1,0,0,0,0,1,0
1096,-0.32965259086804316,-0.7237113692638223,1,0,1,0,1,0,1,0,0,0,0,1
1097,-0.6081855797139589,0.40026778702782106,0,0,1,0,0,0,1,0,0,0,0,1
1098,0.5434915747931346,-0.9265065089006095,0,1,0,1,0,1,0,0,0,0,0,1
1099,-0.41696700743416093,-0.7237113692638223,1,0,1,0,1,0,1,0,0,0,0,1
