PassengerId,Age,Fare,Pclass_S,Pclass_T,Sex_male,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Others,Cabin_isin_Y,Family_size_M,Family_size_S
1100,0.36886274166089905,0.5462139182478811,0,0,0,0,0,1,0,0,0,1,0,1
1101,-0.32965259086804316,-0.9157546793155026,0,1,1,0,1,0,1,0,0,0,0,1
1102,0.2815483250947813,0.16305646860249237,0,1,1,0,1,0,1,0,0,0,0,1
1103,-0.6081855797139589,-0.9781270898990643,0,1,1,0,1,0,1,0,0,0,0,1
1104,-1.0281679233969854,0.8768369528063462,1,0,1,0,1,0,1,0,0,0,0,1
1105,0.6212014055369794,0.4193157814162508,1,0,0,0,1,0,0,1,0,0,1,0
1106,0.805434824491488,-0.9246629167220932,0,1,0,0,1,1,0,0,0,0,0,0
1107,1.154692490755959,1.6360866192369738,0,0,1,0,1,0,1,0,0,1,0,1
1108,-0.6081855797139589,-0.9169788245220374,0,1,0,1,0,1,0,0,0,0,0,1
1109,2.464408739247726,0.8768369528063462,0,0,1,0,1,0,1,0,0,0,1,0
1110,1.8532078232849012,0.8768369528063462,0,0,0,0,0,0,0,1,0,1,1,0
1111,0.3129815150585836,-0.9043834027584144,0,1,1,0,1,0,1,0,0,0,0,1
1112,0.10691949196254573,-0.47605794473937785,1,0,0,0,0,1,0,0,0,0,1,0
1113,-0.6789102571325143,-0.9043834027584144,0,1,1,0,1,0,1,0,0,0,0,1
1114,-0.5915958405663965,-0.7237113692638223,1,0,0,0,1,0,0,1,0,1,0,1
1115,-0.6789102571325143,-0.9231290480295677,0,1,1,0,1,0,1,0,0,0,0,1
1116,2.1151510729832546,0.5259344042842022,0,0,0,0,0,0,0,1,0,0,0,1
1117,0.3129815150585836,-0.3737385788317262,0,1,0,0,0,0,0,1,0,0,1,0
1118,-0.5042814240002786,-0.9231290480295677,0,1,1,0,1,0,1,0,0,0,0,1
1119,0.3129815150585836,-0.9265065089006095,0,1,0,1,0,1,0,0,0,0,0,1
1120,1.0237208659067825,-0.3844904084168329,0,1,1,0,1,0,1,0,0,0,0,1
1121,0.6308059913592524,-0.5393521514121976,1,0,1,0,1,0,1,0,0,0,0,1
1122,-1.2901111730953387,3.2953195799015957,1,0,1,0,1,0,1,0,0,0,0,1
1123,-0.6789102571325143,0.45987480934360825,0,0,0,0,1,1,0,0,0,0,0,1
1124,-0.6789102571325143,-1.0189958413124125,0,1,1,0,1,0,1,0,0,0,1,0
1125,-0.6081855797139589,-0.9169788245220374,0,1,1,1,0,0,1,0,0,0,0,1
1126,0.8927492410576057,0.8768369528063462,0,0,1,0,0,0,1,0,0,1,1,0
1127,-0.766224673698632,-0.9188224167005539,0,1,1,0,1,0,1,0,0,0,0,1
1128,0.6212014055369794,0.8768369528063462,0,0,1,0,0,0,1,0,0,1,1,0
1129,-0.766224673698632,-0.9652219446494507,0,1,1,0,0,0,1,0,0,0,0,1
1130,-0.9408535068308675,-0.5393521514121976,1,0,0,0,1,1,0,0,0,0,1,0
1131,1.6785789901526658,0.8768369528063462,0,0,0,0,0,0,0,1,0,1,1,0
1132,2.28977990611549,0.5462139182478811,0,0,0,0,0,0,0,1,0,0,0,1
1133,1.4166357404543124,0.7142905299788503,1,0,0,0,1,0,0,1,0,0,1,0
1134,1.4166357404543124,0.8768369528063462,0,0,1,0,0,0,1,0,0,1,1,0
1135,0.3129815150585836,-0.9163667519187702,0,1,1,0,1,0,1,0,0,0,0,1
1136,0.3129815150585836,0.23126937920759355,0,1,1,0,1,0,0,0,0,0,1,0
1137,1.0673780741898413,2.326511890091308,0,0,1,0,1,0,1,0,0,1,1,0
1138,-0.5915958405663965,0.05059734571300141,1,0,0,0,1,0,0,1,0,0,0,1
1139,1.154692490755959,0.898649747830475,1,0,1,0,1,0,1,0,0,0,1,0
1140,0.019605075396427956,0.4193157814162508,1,0,0,0,1,0,0,1,0,0,1,0
1141,1.2385143306594322,-0.43211408157226455,0,1,0,0,0,0,0,1,0,0,1,0
1142,-2.432183741780159,0.5483672339123881,1,0,0,0,1,1,0,0,0,0,1,0
1143,-0.766224673698632,-0.9136013636509956,0,1,1,0,1,0,1,0,0,0,0,1
1144,-0.1550237577358076,0.8768369528063462,0,0,1,0,0,0,1,0,0,1,1,0
1145,-0.41696700743416093,-0.810360201654086,0,1,1,0,1,0,1,0,0,0,0,1
1146,0.3252055333778402,-0.7974550564044721,0,1,1,0,1,0,1,0,0,0,0,1
1147,0.6212014055369794,-0.9412552463287394,0,1,1,0,1,0,1,0,0,0,0,1
1148,0.6212014055369794,-0.9265065089006095,0,1,1,1,0,0,1,0,0,0,0,1
1149,-0.06770934116968982,-0.9043834027584144,0,1,1,0,1,0,1,0,0,0,0,1
1150,-0.8535390902647498,-0.5393521514121976,1,0,0,0,1,1,0,0,0,0,0,1
1151,-0.6789102571325143,-0.9246629167220932,0,1,1,0,1,0,1,0,0,0,0,1
1152,0.6744631996423113,-0.21487992799333824,0,1,1,0,1,0,1,0,0,0,1,0
1153,-0.6789102571325143,-0.9188224167005539,0,1,1,0,1,0,1,0,0,0,0,1
1154,0.019605075396427956,0.19808471999430116,1,0,0,0,1,0,0,1,0,0,1,0
1155,-2.4251985884548697,-0.5995786206999664,0,1,0,0,1,1,0,0,0,0,1,0
1156,0.10691949196254573,-0.5587098692866181,1,0,1,0,0,0,1,0,0,0,0,1
1157,0.3129815150585836,-0.9157546793155026,0,1,1,0,1,0,1,0,0,0,0,1
1158,0.3129815150585836,1.1292601574085182,0,0,1,0,1,0,1,0,0,0,0,1
1159,0.3129815150585836,-0.9412552463287394,0,1,1,0,1,0,1,0,0,0,0,1
1160,0.6212014055369794,-0.9043834027584144,0,1,0,0,1,1,0,0,0,0,0,1
1161,-1.0281679233969854,-0.8592153943847665,0,1,1,0,1,0,1,0,0,0,0,1
1162,1.5039501570204301,0.8768369528063462,0,0,1,0,0,0,1,0,0,1,0,1
1163,0.3129815150585836,-0.9265065089006095,0,1,1,1,0,0,1,0,0,0,0,1
1164,-0.24233817430192536,0.8768369528063462,0,0,0,0,0,0,0,1,0,1,1,0
1165,0.3129815150585836,-0.35499293356057293,0,1,0,1,0,1,0,0,0,0,1,0
1166,-0.6081855797139589,-0.9652219446494507,0,1,1,0,0,0,1,0,0,0,0,1
1167,-0.766224673698632,0.4193157814162508,1,0,0,0,1,1,0,0,0,0,1,0
1168,-0.06770934116968982,-0.7237113692638223,1,0,1,0,1,0,1,0,0,0,0,1
1169,0.9800636576237235,0.4193157814162508,1,0,1,0,1,0,1,0,0,0,1,0
1170,0.10691949196254573,0.05059734571300141,1,0,1,0,1,0,1,0,0,0,1,0
1171,-0.5915958405663965,-0.7237113692638223,1,0,1,0,1,0,1,0,0,0,0,1
1172,-0.5042814240002786,-0.8592153943847665,0,1,0,0,1,1,0,0,0,0,0,1
1173,-2.447027192596399,-0.4822007938781939,0,1,1,0,1,0,0,0,0,0,1,0
1174,0.3129815150585836,-0.9265065089006095,0,1,0,1,0,1,0,0,0,0,0,1
1175,-1.7266832559259275,-0.3737385788317262,0,1,0,0,0,1,0,0,0,0,1,0
1176,-2.337884171888752,-0.00747580791026047,0,1,0,0,1,1,0,0,0,0,1,0
1177,0.6308059913592524,-0.9633783524709344,0,1,1,0,1,0,1,0,0,0,0,1
1178,0.3129815150585836,-0.9633783524709344,0,1,1,0,1,0,1,0,0,0,0,1
1179,-0.41696700743416093,0.8768369528063462,0,0,1,0,1,0,1,0,0,1,1,0
1180,0.3129815150585836,-0.96491222116346,0,1,1,0,0,0,1,0,0,1,0,1
1181,-0.6081855797139589,-0.9043834027584144,0,1,1,0,1,0,1,0,0,0,0,1
1182,-0.6081855797139589,1.4222299265290892,0,0,1,0,1,0,1,0,0,0,0,1
1183,0.10691949196254573,-0.9855014586131294,0,1,0,1,0,1,0,0,0,0,0,1
1184,0.3129815150585836,-0.96491222116346,0,1,1,0,0,0,1,0,0,0,0,1
1185,2.1151510729832546,0.8768369528063462,0,0,1,0,1,0,0,0,1,1,1,0
1186,0.6308059913592524,-0.7974550564044721,0,1,1,0,1,0,1,0,0,0,0,1
1187,-0.24233817430192536,-0.9157546793155026,0,1,1,0,1,0,1,0,0,0,0,1
1188,-2.4251985884548697,1.5681834321178634,1,0,0,0,0,1,0,0,0,0,1,0
1189,-0.6081855797139589,0.10068405801893092,0,1,1,0,0,0,1,0,0,0,1,0
1190,0.10691949196254573,1.8573176806589233,0,0,1,0,1,0,1,0,0,0,0,1
1191,0.019605075396427956,-0.9188224167005539,0,1,1,0,1,0,1,0,0,0,0,1
1192,0.2815483250947813,-0.9246629167220932,0,1,1,0,1,0,1,0,0,0,0,1
1193,0.3129815150585836,-0.3884873162598561,1,0,1,0,0,0,1,0,0,1,0,1
1194,1.2420069073220767,0.05059734571300141,1,0,1,0,1,0,1,0,0,0,1,0
1195,-0.41696700743416093,-0.8592153943847665,0,1,1,0,1,0,1,0,0,0,0,1
1196,0.3129815150585836,-0.9265065089006095,0,1,0,1,0,1,0,0,0,0,0,1
1197,0.6212014055369794,0.45987480934360825,0,0,0,0,1,0,0,1,0,1,1,0
1198,0.10691949196254573,0.8768369528063462,0,0,1,0,1,0,1,0,0,1,1,0
1199,-2.44004203927111,-0.8085166094755697,0,1,1,0,1,0,0,0,0,0,1,0
1200,2.28977990611549,0.8768369528063462,0,0,1,0,1,0,1,0,0,1,1,0
1201,1.4166357404543124,-0.45762202295421534,0,1,0,0,1,0,0,1,0,0,1,0
1202,-0.9408535068308675,-0.8592153943847665,0,1,1,0,1,0,1,0,0,0,0,1
1203,-0.5915958405663965,-0.9652219446494507,0,1,1,0,0,0,1,0,0,0,0,1
1204,0.6212014055369794,-0.9394116541502232,0,1,1,0,1,0,1,0,0,0,0,1
1205,0.7181204079253701,-0.9265065089006095,0,1,0,1,0,1,0,0,0,0,0,1
1206,2.28977990611549,0.8768369528063462,0,0,0,0,0,0,0,1,0,1,0,1
1207,-1.0281679233969854,-0.9277380284758583,0,1,0,1,0,1,0,0,0,0,0,1
1208,2.464408739247726,0.8768369528063462,0,0,1,0,0,0,1,0,0,1,1,0
1209,-0.8535390902647498,-0.7237113692638223,1,0,1,0,1,0,1,0,0,0,0,1
1210,-0.1550237577358076,-0.9188224167005539,0,1,1,0,1,0,1,0,0,0,0,1
1211,-0.5915958405663965,0.8249060606898251,1,0,1,0,1,0,1,0,0,0,1,0
1212,-0.24233817430192536,-0.9246629167220932,0,1,1,0,1,0,1,0,0,0,0,1
1213,-0.32965259086804316,-0.96491222116346,0,1,1,0,0,0,1,0,0,1,0,1
1214,-0.24233817430192536,-0.5393521514121976,1,0,1,0,1,0,1,0,0,1,0,1
1215,0.36886274166089905,0.45987480934360825,0,0,1,0,1,0,1,0,0,0,0,1
1216,0.8927492410576057,0.8768369528063462,0,0,0,0,1,1,0,0,0,0,0,1
1217,-0.5042814240002786,-0.9781270898990643,0,1,1,0,1,0,1,0,0,0,0,1
1218,-1.4647400062275742,1.3779837142446991,1,0,0,0,1,1,0,0,0,1,1,0
1219,1.5039501570204301,0.8768369528063462,0,0,1,0,0,0,1,0,0,0,0,1
1220,0.019605075396427956,0.4193157814162508,1,0,1,0,1,0,1,0,0,0,1,0
1221,-0.6789102571325143,-0.5393521514121976,1,0,1,0,1,0,1,0,0,0,0,1
1222,1.6785789901526658,1.212060418178237,1,0,0,0,1,0,0,1,0,0,1,0
1223,0.8927492410576057,0.6921674238366553,0,0,1,0,0,0,1,0,0,1,0,1
1224,0.3129815150585836,-0.9652219446494507,0,1,1,0,0,0,1,0,0,0,0,1
1225,-0.8535390902647498,-0.3371690843786778,0,1,0,0,0,0,0,1,0,0,1,0
1226,-0.1550237577358076,-0.9157546793155026,0,1,1,0,1,0,1,0,0,0,0,1
1227,0.10691949196254573,0.4193157814162508,0,0,1,0,1,0,1,0,0,1,0,1
1228,0.2815483250947813,-0.5393521514121976,1,0,1,0,1,0,1,0,0,0,0,1
1229,0.8927492410576057,-0.96491222116346,0,1,1,0,0,0,1,0,0,0,1,0
1230,-0.32965259086804316,0.8249060606898251,1,0,1,0,1,0,1,0,0,0,0,1
1231,0.3129815150585836,-0.96491222116346,0,1,1,0,0,0,0,0,0,0,0,1
1232,-0.9408535068308675,-0.7237113692638223,1,0,1,0,1,0,1,0,0,0,0,1
1233,0.2815483250947813,-0.9391019306642324,0,1,1,0,1,0,1,0,0,0,0,1
1234,0.3129815150585836,0.8768369528063462,0,1,1,0,1,0,1,0,0,0,0,0
1235,0.6212014055369794,0.8768369528063462,0,0,0,0,0,0,0,1,0,1,1,0
1236,0.3129815150585836,-0.42873662070122276,0,1,1,0,1,0,0,0,0,0,1,0
1237,-1.115482339963103,-0.9338808776146744,0,1,0,0,1,1,0,0,0,0,0,1
1238,-0.24233817430192536,-0.5393521514121976,1,0,1,0,1,0,1,0,0,0,0,1
1239,0.805434824491488,-0.96491222116346,0,1,0,0,0,0,0,1,0,0,0,1
1240,-0.41696700743416093,-0.5024803078418727,1,0,1,0,1,0,1,0,0,0,0,1
1241,0.1942339085286635,0.05059734571300141,1,0,0,0,1,1,0,0,0,0,0,1
1242,1.4166357404543124,3.174254568722791,0,0,0,0,0,0,0,1,0,1,1,0
1243,-0.32965259086804316,-0.7237113692638223,1,0,1,0,1,0,1,0,0,0,0,1
1244,-0.9408535068308675,0.8768369528063462,1,0,1,0,1,0,1,0,0,0,0,1
1245,1.7658934067187835,3.2953195799015957,1,0,1,0,1,0,1,0,0,0,1,0
1246,-0.6081855797139589,0.01925627867822516,0,1,0,0,1,1,0,0,0,0,1,0
1247,1.8532078232849012,0.4193157814162508,0,0,1,0,1,0,1,0,0,1,0,1
1248,0.6212014055369794,2.298245934810297,0,0,0,0,1,0,0,1,0,1,1,0
1249,-0.6081855797139589,-0.9169788245220374,0,1,1,0,1,0,1,0,0,0,0,1
1250,-0.6081855797139589,-0.9265065089006095,0,1,1,1,0,0,1,0,0,0,0,1
1251,0.10691949196254573,-0.35130574920354035,0,1,0,0,1,0,0,1,0,0,1,0
1252,-1.2464539648122799,0.8768369528063462,0,1,1,0,1,0,0,0,0,0,0,0
1253,-0.41696700743416093,1.23080606344939,1,0,0,0,0,0,0,1,0,0,1,0
1254,0.1942339085286635,0.05059734571300141,1,0,0,0,1,0,0,1,0,0,0,1
1255,-0.1550237577358076,-0.8592153943847665,0,1,1,0,1,0,1,0,0,0,0,1
1256,-0.32965259086804316,2.590455295105122,0,0,0,0,0,0,0,1,0,1,1,0
1257,0.3129815150585836,0.8768369528063462,0,1,0,0,1,0,0,1,0,0,0,0
1258,0.6212014055369794,-0.43181173245498794,0,1,1,0,0,0,1,0,0,0,1,0
1259,-0.5915958405663965,1.428682499153896,0,1,0,0,1,1,0,0,0,0,0,1
1260,1.4166357404543124,2.8823549319139565,0,0,0,0,0,0,0,1,0,0,1,0
1261,0.019605075396427956,-0.47605794473937785,1,0,1,0,0,0,1,0,0,0,0,1
1262,-0.6789102571325143,-0.6499676821231725,1,0,1,0,1,0,1,0,0,0,1,0
1263,0.1942339085286635,0.8768369528063462,0,0,0,0,0,1,0,0,0,1,0,1
1264,1.7658934067187835,1.1292601574085182,0,0,1,0,1,0,1,0,0,1,0,1
1265,1.3293213238881947,-0.5393521514121976,1,0,1,0,1,0,1,0,0,0,0,1
1266,2.2024654895493723,0.8768369528063462,0,0,0,0,1,0,0,1,0,1,1,0
1267,1.4166357404543124,0.8768369528063462,0,0,0,0,0,1,0,0,0,0,0,1
1268,-0.5915958405663965,-0.8592153943847665,0,1,0,0,1,1,0,0,0,0,1,0
1269,-0.6789102571325143,-0.6499676821231725,1,0,1,0,1,0,1,0,0,0,0,1
1270,2.28977990611549,2.1891642727918477,0,0,1,0,1,0,1,0,0,1,0,1
1271,-2.075940922190399,0.8166098958865019,0,1,1,0,1,0,0,0,0,0,0,0
1272,-0.6081855797139589,-0.9265065089006095,0,1,1,1,0,0,1,0,0,0,0,1
1273,-0.24233817430192536,-0.9169788245220374,0,1,1,1,0,0,1,0,0,0,0,1
1274,0.3129815150585836,-0.42873662070122276,0,1,0,0,1,0,0,1,0,0,0,1
1275,-0.8535390902647498,-0.31074672127618286,0,1,0,0,1,0,0,1,0,0,1,0
1276,0.3129815150585836,-0.5485701123047788,1,0,1,0,1,0,1,0,0,0,0,1
1277,-0.41696700743416093,3.2953195799015957,1,0,0,0,1,1,0,0,0,0,1,0
1278,-0.41696700743416093,-0.9246629167220932,0,1,1,0,1,0,1,0,0,0,0,1
1279,2.464408739247726,-0.5393521514121976,1,0,1,0,1,0,1,0,0,0,0,1
1280,-0.6789102571325143,-0.9265065089006095,0,1,1,1,0,0,1,0,0,0,0,1
1281,-1.988626505624281,0.0561281222485501,0,1,1,0,1,0,0,0,0,0,0,0
1282,-0.5042814240002786,0.8768369528063462,0,0,1,0,1,0,1,0,0,1,0,1
1283,1.940522239851019,1.407481189100959,0,0,0,0,1,0,0,1,0,1,1,0
1284,-1.3774255896614565,-0.004710419642485995,0,1,1,0,1,0,0,0,0,0,1,0
1285,1.5912645735865478,-0.7237113692638223,1,0,1,0,1,0,1,0,0,0,0,1
1286,0.019605075396427956,0.12618462503216743,0,1,1,0,1,0,1,0,0,0,0,0
1287,-0.9408535068308675,2.9266011441983464,0,0,0,0,1,0,0,1,0,1,1,0
1288,-0.41696700743416093,-0.9633783524709344,0,1,1,1,0,0,1,0,0,0,0,1
1289,1.6785789901526658,0.8768369528063462,0,0,0,0,0,0,0,1,0,1,1,0
1290,-0.5915958405663965,-0.9246629167220932,0,1,1,0,1,0,1,0,0,0,0,1
1291,0.1942339085286635,-0.9277380284758583,0,1,1,1,0,0,1,0,0,0,0,1
1292,0.10691949196254573,0.8768369528063462,0,0,0,0,1,1,0,0,0,1,0,1
1293,0.805434824491488,0.05059734571300141,1,0,1,0,1,0,1,0,0,0,1,0
1294,-0.5915958405663965,2.8823549319139565,0,0,0,0,0,1,0,0,0,0,1,0
1295,-1.0281679233969854,1.9753075800839632,0,0,1,0,1,0,1,0,0,0,0,1
1296,1.2420069073220767,0.5462139182478811,0,0,1,0,0,0,1,0,0,1,1,0
1297,-0.766224673698632,-0.475748221253387,1,0,1,0,0,0,1,0,0,1,0,1
1298,-0.5042814240002786,-0.7237113692638223,1,0,1,0,1,0,1,0,0,0,1,0
1299,1.8532078232849012,0.8768369528063462,0,0,1,0,0,0,1,0,0,1,1,0
1300,0.3129815150585836,-0.9286598245651164,0,1,0,1,0,1,0,0,0,0,0,1
1301,-2.2505697553226343,-0.4822007938781939,0,1,0,0,1,1,0,0,0,0,1,0
1302,0.3129815150585836,-0.9265065089006095,0,1,0,1,0,1,0,0,0,0,0,1
1303,0.7181204079253701,0.8768369528063462,0,0,0,1,0,0,0,1,0,1,1,0
1304,-0.06770934116968982,-0.9246629167220932,0,1,0,0,1,1,0,0,0,0,0,1
1305,0.3129815150585836,-0.9043834027584144,0,1,1,0,1,0,1,0,0,0,0,1
1306,0.8927492410576057,0.8768369528063462,0,0,0,0,0,0,0,0,1,1,0,1
1307,0.8490920327745468,-0.9633783524709344,0,1,1,0,1,0,1,0,0,0,0,1
1308,0.6212014055369794,-0.9043834027584144,0,1,1,0,1,0,1,0,0,0,0,1
1309,-0.6081855797139589,0.15076339595614613,0,1,1,0,0,0,0,0,0,0,1,0
